1113,C79,000000000000856,C,2013-06-03,2009-01-26,20246051136,0804,007253435896,000,20246051136,016,NET,  ,00,0,0,  , , 
1113,COM,000000000000675,D,2013-06-03,2005-10-03,00000000000,0000,            ,000,00000000000,984,COM,  ,00,0,0,  , , 
1113,C14,000000000002474,C,2013-06-03,2009-01-26,20246051136,0804,007253435890,000,20246051136,016,NET,  ,00,0,0,  , , 
1113,C14,000000000000890,C,2013-06-03,2011-03-01,20246051136,0803,007253435945,000,20246051136,016,NET,  ,00,0,0,  , , 
1113,C79,000000000001309,C,2013-06-03,2011-03-01,20246051136,0803,007253435949,000,20246051136,016,NET,  ,00,0,0,  , , 
1113,C14,000000000009000,C,2013-06-03,2013-05-29,20301863471,1306,007253237635,000,20301863471,150,994,  ,00,0,0,  , , 
1113,C14,000000000009000,C,2013-06-03,2013-05-30,20925317641,1304,007253403249,000,20925317641,016,814,  ,00,0,0,  , , 
1113,D14,000000000003330,D,2013-06-03,2009-01-26,20246051136,0804,007252874301,000,20246051136,016,NET,  ,00,0,0,  , ,C
1113,D14,000000000000001,D,2013-06-03,2011-03-01,20246051136,0803,007252874328,000,20246051136,016,814,  ,00,0,0,  , ,C
1113,D14,000000000002199,D,2013-06-03,2011-03-01,20246051136,0803,007252874328,000,20246051136,016,NET,  ,00,0,0,  , ,P
1113,REM,000000000261524,C,2013-06-03,2013-05-29,23081660239,1210,P00419333375,003,20264918147,285,101,62,00,0,0,00, , 
1113,383,000000000000001,C,2013-06-03,2013-05-30,30639453738,0703,B0200701599I,011,00000000000,072,020,  ,00,0,0,  , , 
1113,381,000000000007122,C,2013-06-03,2012-06-13,30678239549,1205,G0411203916I,004,20213779371,017,NET,03,00,0,0,00, , 
1113,381,000000000014107,C,2013-06-03,2013-05-30,20230249319,1304,P00420305053,001,20271556692,011,466,08,00,0,0,00, , 
1113,471,000000000000014,C,2013-06-03,2013-05-28,33708708599,1304,P00420319295,001,00000000000,736,PAG,  ,00,0,0,  , , 
1113,471,000000000000001,C,2013-06-03,2013-05-28,30656760172,1304,B0201301615I,001,00000000000,736,PAG,  ,00,0,0,  , , 
1113,471,000000000000007,C,2013-06-03,2013-05-28,30656760172,1304,B0201301615I,001,00000000000,736,PAG,  ,00,0,0,  , , 
1113,471,000000000000002,C,2013-06-03,2013-05-28,30656760172,1304,B0201301615I,001,00000000000,736,PAG,  ,00,0,0,  , , 
1113,401,000000000000004,C,2013-06-03,2012-09-11,30575170125,1208,C0201203956I,005,00000000000,017,003,  ,00,0,0,  , , 
1113,471,000000000000001,C,2013-06-03,2012-03-05,30571596497,1303,G2701302683I,001,00000000000,736,NO6,  ,00,0,0,  , , 
1113,471,000000000000120,C,2013-06-03,2013-05-29,30571596497,1303,G2701302683I,001,00000000000,736,PAG,  ,00,0,0,  , , 
1113,471,000000000000002,C,2013-06-03,2012-03-05,30571596497,1303,G2701302683I,001,00000000000,736,NO6,  ,00,0,0,  , , 
1113,471,000000000000023,C,2013-06-03,2013-05-29,30571596497,1303,G2701302683I,001,00000000000,736,PAG,  ,00,0,0,  , , 
1113,471,000000000000002,C,2013-06-03,2012-02-09,30571596497,1303,G2701302683I,001,00000000000,736,NO6,  ,00,0,0,  , , 
1113,471,000000000000001,C,2013-06-03,2012-02-09,30571596497,1303,G2701302683I,001,00000000000,736,NO6,  ,00,0,0,  , , 
1113,401,000000000000002,C,2013-06-03,2012-11-09,30575170125,1210,C0201204844I,004,00000000000,017,003,  ,00,0,0,  , , 
1113,401,000000000012199,C,2013-06-03,2013-05-30,30711507988,1304,P00314945358,001,00000000000,191,322,  ,00,0,0,  , , 
1113,471,000000000000088,C,2013-06-03,2009-12-15,30625917138,0911,F5510903108I,001,00000000000,736,NO6,  ,00,0,0,  , , 
1113,406,000000000000008,C,2013-06-03,2013-05-30,30639453738,0812,B0200900198I,009,00000000000,072,020,  ,00,0,0,  , , 
1113,406,000000000000009,C,2013-06-03,2013-05-30,30639453738,0906,B0200902642I,011,00000000000,072,003,  ,00,0,0,  , , 
1113,401,000000000001261,C,2013-06-03,2013-05-30,30622675648,1212,D0491300496I,001,00000000000,072,003,  ,00,0,0,  , , 
1113,401,000000000007450,C,2013-06-03,2012-06-13,30678239549,1205,G0411203916I,004,00000000000,017,NET,  ,00,0,0,  , , 
1113,406,000000000000002,C,2013-06-03,2013-05-30,30639453738,0703,B0200701599I,011,00000000000,072,020,  ,00,0,0,  , , 
1113,406,000000000000001,C,2013-06-03,2013-05-30,30639453738,0702,B0200701169I,009,00000000000,072,020,  ,00,0,0,  , , 
1113,471,000000000003064,C,2013-06-03,2012-08-29,33653610039,1209,G6301203374I,004,00000000000,736,NO6,  ,00,0,0,  , , 
1113,471,000000000002283,C,2013-06-03,2012-08-29,33653610039,1209,G6301203374I,004,00000000000,736,NO6,  ,00,0,0,  , , 
1113,471,000000000000370,C,2013-06-03,2012-08-29,33653610039,1209,G6301203374I,004,00000000000,736,NO6,  ,00,0,0,  , , 
1113,471,000000000008237,C,2013-06-03,2012-08-29,33653610039,1208,G6301203035I,004,00000000000,736,NO6,  ,00,0,0,  , , 
1113,471,000000000003796,C,2013-06-03,2012-08-29,33653610039,1208,G6301203035I,004,00000000000,736,NO6,  ,00,0,0,  , , 
1113,471,000000000005491,C,2013-06-03,2012-08-29,33653610039,1208,G6301203035I,004,00000000000,736,NO6,  ,00,0,0,  , , 
1113,471,000000000004661,C,2013-06-03,2012-08-29,33653610039,1209,G6301203374I,004,00000000000,736,NO6,  ,00,0,0,  , , 
1113,401,000000000003905,C,2013-06-03,2013-05-29,23081660239,1202,P00417551290,003,00000000000,285,101,  ,00,0,0,  , , 
1113,406,000000000000002,C,2013-06-03,2013-05-30,30639453738,0804,B0200801847I,013,00000000000,072,020,  ,00,0,0,  , , 
1113,406,000000000000003,C,2013-06-03,2013-05-30,30639453738,0711,B0200704699I,012,00000000000,072,020,  ,00,0,0,  , , 
1113,406,000000000000006,C,2013-06-03,2013-05-30,30639453738,0706,B0200702774I,009,00000000000,072,020,  ,00,0,0,  , , 
1113,471,000000000000018,C,2013-06-03,2013-05-29,33693804049,1304,G0121304116I,001,00000000000,736,PAG,  ,00,0,0,  , , 
1113,406,000000000000012,C,2013-06-03,2013-05-30,30587718770,1105,H7511102057I,003,00000000000,285,100,  ,00,0,0,  , , 
1113,401,000000000001272,C,2013-06-03,2013-04-12,30660266379,1303,P00420142306,003,00000000000,285,320,  ,00,0,0,  , , 
1113,406,000000000000023,C,2013-06-03,2013-05-28,30712048197,1303,P00214755869,001,00000000000,150,509,  ,00,0,0,  , , 
1113,471,000000000000001,C,2013-06-03,2012-09-25,30639464683,1304,D0091302836I,001,00000000000,736,PAG,  ,00,0,0,  , , 
1113,471,000000000000053,C,2013-06-03,2013-05-28,30639464683,1304,D0091302836I,001,00000000000,736,PAG,  ,00,0,0,  , , 
1113,471,000000000000002,C,2013-06-03,2013-05-28,30639464683,1304,D0091302836I,001,00000000000,736,PAG,  ,00,0,0,  , , 
1113,401,000000000000001,C,2013-06-03,2013-02-13,30577873654,1301,B0201300600I,003,00000000000,016,003,  ,00,0,0,  , , 
1113,401,000000000058227,C,2013-06-03,2013-05-30,20230249319,1304,P00420305053,001,00000000000,011,466,  ,00,0,0,  , , 
1113,471,000000000000017,C,2013-06-03,2013-05-28,30656760172,1304,B0201301615I,001,00000000000,736,PAG,  ,00,0,0,  , , 
1113,471,000000000000036,C,2013-06-03,2013-05-28,30656760172,1304,B0201301615I,001,00000000000,736,PAG,  ,00,0,0,  , , 
1113,471,000000000000001,C,2013-06-03,2013-05-28,30656760172,1304,B0201301615I,001,00000000000,736,PAG,  ,00,0,0,  , , 
1113,471,000000000000003,C,2013-06-03,2013-05-28,30656760172,1304,B0201301615I,001,00000000000,736,PAG,  ,00,0,0,  , , 
1113,471,000000000000015,C,2013-06-03,2013-05-28,30656760172,1304,B0201301615I,001,00000000000,736,PAG,  ,00,0,0,  , , 
1113,471,000000000000027,C,2013-06-03,2013-05-28,30656760172,1304,B0201301615I,001,00000000000,736,PAG,  ,00,0,0,  , , 
1113,471,000000000000030,C,2013-06-03,2013-05-28,30656760172,1304,B0201301615I,001,00000000000,736,PAG,  ,00,0,0,  , , 
1113,471,000000000000001,C,2013-06-03,2012-12-05,30575170125,1211,C0201205295I,003,00000000000,736,PAG,  ,00,0,0,  , , 
1113,401,000000000000003,C,2013-06-03,2012-12-11,30575170125,1211,C0201205295I,003,00000000000,017,003,  ,00,0,0,  , , 
1113,471,000000000000001,C,2013-06-03,2012-12-05,30575170125,1211,C0201205295I,003,00000000000,736,PAG,  ,00,0,0,  , , 
1113,REM,000000000553218,C,2013-06-03,2013-05-30,20230249319,1304,P00420305053,001,20271556692,011,466,08,00,0,0,00, , 
1113,REM,000000000294244,C,2013-06-03,2013-05-30,20230249319,1304,P00420305053,001,27371681537,011,466,08,00,0,0,00, , 
1113,REM,000000000607880,C,2013-06-03,2013-05-30,30622675648,1301,D0491300766I,001,20270892249,072,003,01,00,0,0,00, , 
1113,REM,000000000124952,C,2013-06-03,2013-05-30,30711507988,1304,P00314945358,001,20240292867,191,322,A3,00,0,0,00, , 
1113,REM,000000000581022,C,2013-06-03,2013-05-30,30708937262,1304,P00214914367,001,27322992209,299,002,01,00,0,0,00, , 
1113,REM,000000000400500,C,2013-06-03,2012-11-13,30678239549,1210,G0411207143I,006,20213779371,017,003,03,00,0,0,00, , 
1113,381,000000000010213,C,2013-06-03,2012-11-13,30678239549,1210,G0411207143I,006,20213779371,017,NET,03,00,0,0,00, , 
1113,383,000000000000001,C,2013-06-03,2013-05-30,30639453738,0702,B0200701169I,009,00000000000,072,020,  ,00,0,0,  , , 
1113,383,000000000000001,C,2013-06-03,2013-05-30,30639453738,0701,B0200700813I,011,00000000000,072,020,  ,00,0,0,  , , 
1113,383,000000000000003,C,2013-06-03,2013-05-30,30639453738,0801,B0200800696I,011,00000000000,072,020,  ,00,0,0,  , , 
1113,381,000000000006671,C,2013-06-03,2013-05-29,23081660239,1211,P00419485689,003,20264918147,285,101,62,00,0,0,00, , 
1113,383,000000000000006,C,2013-06-03,2013-05-30,30587718770,1105,H7511102057I,003,00000000000,285,100,  ,00,0,0,  , , 
1113,383,000000000000010,C,2013-06-03,2013-05-30,30587718770,1302,H7511300822I,001,00000000000,285,100,  ,00,0,0,  , , 
1113,381,000000000006100,C,2013-06-03,2013-05-30,30711507988,1304,P00314945358,001,20240292867,191,322,A3,00,0,0,00, , 
1113,381,000000000000804,C,2013-06-03,2013-05-30,30622675648,1301,D0491300766I,001,20270892249,072,003,01,00,0,0,00, , 
1113,383,000000000000005,C,2013-06-03,2013-05-30,30639453738,0906,B0200902642I,011,00000000000,072,003,  ,00,0,0,  , , 
1113,381,000000000015007,C,2013-06-03,2013-05-30,20230249319,1304,P00420305053,001,27371681537,011,466,08,00,0,0,00, , 
1113,REM,000000000261600,C,2013-06-03,2013-05-29,23081660239,1211,P00419485689,003,20264918147,285,101,62,00,0,0,00, , 
1113,401,000000000013342,C,2013-06-03,2013-05-29,23081660239,1211,P00419485689,003,00000000000,285,101,  ,00,0,0,  , , 
1113,406,000000000000007,C,2013-06-03,2013-05-30,30639453738,0801,B0200800696I,011,00000000000,072,020,  ,00,0,0,  , , 
1113,406,000000000000001,C,2013-06-03,2013-05-30,30639453738,0803,B0200801426I,011,00000000000,072,020,  ,00,0,0,  , , 
1113,406,000000000000003,C,2013-06-03,2013-05-30,30639453738,0701,B0200700813I,011,00000000000,072,020,  ,00,0,0,  , , 
1113,406,000000000000001,C,2013-06-03,2013-05-30,30639453738,0704,B0200701988I,010,00000000000,072,020,  ,00,0,0,  , , 
1113,401,000000000010248,C,2013-06-03,2012-11-13,30678239549,1210,G0411207143I,006,00000000000,017,NET,  ,00,0,0,  , ,P
1113,406,000000000000020,C,2013-06-03,2013-05-30,30587718770,1302,H7511300822I,001,00000000000,285,100,  ,00,0,0,  , , 
1113,401,000000000029632,C,2013-06-03,2013-05-30,30708937262,1304,P00214914367,001,00000000000,299,002,  ,00,0,0,  , , 
1113,406,000000000000001,C,2013-06-03,2013-05-30,30639453738,0905,B0200902229I,009,00000000000,072,003,  ,00,0,0,  , , 
1113,406,000000000000001,C,2013-06-03,2013-05-30,30639453738,0904,B0200901834I,008,00000000000,072,003,  ,00,0,0,  , , 
1113,401,000000000001608,C,2013-06-03,2013-05-30,30622675648,1301,D0491300766I,001,00000000000,072,003,  ,00,0,0,  , , 
1113,REM,000000000989222,C,2013-06-03,2013-05-30,30622675648,1212,D0491300496I,001,20270892249,072,003,01,00,0,0,00, , 
1113,381,000000000000631,C,2013-06-03,2013-05-30,30622675648,1212,D0491300496I,001,20270892249,072,003,01,00,0,0,00, , 
1113,383,000000000000001,C,2013-06-03,2013-05-30,30639453738,0901,B0200900695I,009,00000000000,072,003,  ,00,0,0,  , , 
1113,381,000000000014816,C,2013-06-03,2013-05-30,30708937262,1304,P00214914367,001,27322992209,299,002,01,00,0,0,00, , 
1113,383,000000000000001,C,2013-06-03,2013-05-30,30639453738,0803,B0200801426I,011,00000000000,072,020,  ,00,0,0,  , , 
1113,383,000000000000001,C,2013-06-03,2013-05-30,30639453738,0804,B0200801847I,013,00000000000,072,020,  ,00,0,0,  , , 
1113,383,000000000000001,C,2013-06-03,2013-05-30,30639453738,0805,B0200802264I,015,00000000000,072,020,  ,00,0,0,  , , 
1113,383,000000000000003,C,2013-06-03,2013-05-30,30639453738,0706,B0200702774I,009,00000000000,072,020,  ,00,0,0,  , , 
1113,381,000000000006669,C,2013-06-03,2013-05-29,23081660239,1210,P00419333375,003,20264918147,285,101,62,00,0,0,00, , 
1113,401,000000000029815,C,2013-06-03,2013-05-30,30710300239,1301,P00419820340,001,00000000000,016,814,  ,00,0,0,  , , 
1113,401,000000000013338,C,2013-06-03,2013-05-29,23081660239,1210,P00419333375,003,00000000000,285,101,  ,00,0,0,  , , 
1113,406,000000000000002,C,2013-06-03,2013-05-30,30639453738,0805,B0200802264I,015,00000000000,072,020,  ,00,0,0,  , , 
1113,406,000000000000012,C,2013-06-03,2013-05-30,30639453738,0806,B0200802665I,013,00000000000,072,020,  ,00,0,0,  , , 
1113,406,000000000000002,C,2013-06-03,2013-05-30,30639453738,0901,B0200900695I,009,00000000000,072,003,  ,00,0,0,  , , 
1113,383,000000000000004,C,2013-06-03,2013-05-30,30639453738,0812,B0200900198I,009,00000000000,072,020,  ,00,0,0,  , , 
1113,383,000000000000001,C,2013-06-03,2013-05-30,30639453738,0808,B0200803361I,017,00000000000,072,020,  ,00,0,0,  , , 
1113,383,000000000000001,C,2013-06-03,2013-05-30,30639453738,0810,B0200804097I,016,00000000000,072,020,  ,00,0,0,  , , 
